"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
3776109,"       (2017 MH7)","2017 MH7",,,Y,Y,0,21.50,,,,,,,,,,,,,,,,,,,"JPL 3",2457932.5,57932,2017-06-28.0,J2000,0.7314,2.417,0.649,14.02,96.04,282.52,343.34,4.18,0.2623,2457996.01,2017-08-30.5,1.37e+03,3.76,0.0053,2.06,1.63,3.06,8.5e-04,7.2e-03,1.3e-04,1.6e-02,6.8e-03,1.8e-02,8.2e-02,1.2e-02,1.2e-03,2.7e-02,6.1e+00,APO,"Otto Matic",16,2017-06-24,2017-07-10,30,,,8,.34753,,,,,,,,,
3776110,"       (2017 MJ7)","2017 MJ7",,,Y,N,0,22.00,,,,,,,,,,,,,,,,,,,"JPL 6",2460000.5,60000,2023-02-25.0,J2000,0.3156,1.75,1.198,37.88,99.92,179.33,156.20,2.30,0.4258,2459633.65,2022-02-23.1,845,2.31,0.181,70.3,2.86,3.84,4.4e-04,1.3e-03,9.2e-05,1.6e-02,2.7e-03,2.8e-03,9.5e-01,1.7e-03,4.6e-04,1.8e+00,9.1e-01,AMO,"Otto Matic",23,2017-06-26,2017-07-19,45,,,7,.40638,,,,,,,,,
3776115,"       (2017 MK7)","2017 MK7",,,Y,N,0,21.70,,,,,,,,,,,,,,,,,,,"JPL 9",2460000.5,60000,2023-02-25.0,J2000,0.5700,2.806,1.207,17.92,272.43,14.77,68.34,4.41,0.2097,2459674.56,2022-04-05.0,1.72e+03,4.7,0.198,77,0.835,3,7.5e-05,5.3e-04,2.0e-05,1.2e-03,7.3e-04,3.2e-04,1.2e-01,8.4e-04,6.0e-05,4.9e-01,4.9e-01,AMO,"Otto Matic",53,2017-06-26,2017-08-18,44,,,6,.39471,,,,,,,,,
3776116,"       (2017 ML7)","2017 ML7",,,Y,N,0,22.50,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.4765,2.144,1.122,9.35,82.46,211.41,282.26,3.17,0.3141,2460248.03,2023-10-30.5,1.15e+03,3.14,0.127,49.4,2.08,3.54,1.6e-05,7.0e-05,2.9e-06,2.3e-04,1.3e-04,8.5e-05,3.1e-02,1.0e-04,1.5e-05,1.1e-01,5.6e-02,AMO,"Otto Matic",96,2017-05-17,2017-08-21,30,,,5,.47755,,,,,,,,,
3776128,"       (2017 MM7)","2017 MM7",,,Y,N,0,21.11,,,,,,,,,,,,,,,,,,,"JPL 13",2460000.5,60000,2023-02-25.0,J2000,0.9611,2.064,0.080,23.18,250.02,231.26,342.19,4.05,0.3325,2460054.07,2023-04-19.5,1.08e+03,2.96,0.153,59.4,1.8,2.84,5.5e-05,1.6e-03,5.1e-05,6.1e-03,5.8e-03,9.1e-03,8.2e-01,3.2e-03,3.9e-04,2.5e+00,1.3e+00,APO,"Otto Matic",29,2017-06-26,2017-07-25,69,,,7,.41532,,,,,,,,,
3776117,"       (2017 MN7)","2017 MN7",,,Y,Y,0,21.53,,,,,,,,,,,,,,,,,,,"JPL 19",2460000.5,60000,2023-02-25.0,J2000,0.6154,2.438,0.938,11.34,182.82,157.34,160.75,3.94,0.2589,2459379.58,2021-06-14.0,1.39e+03,3.81,0.0275,10.7,1.54,3.19,1.2e-05,7.0e-05,1.5e-06,1.5e-04,4.4e-04,3.8e-04,2.3e-02,1.1e-04,1.1e-05,6.0e-02,6.0e-02,APO,"Otto Matic",178,2017-05-26,2017-11-20,84,,,5,.38527,,,,,,,,,
3776126,"       (2017 MO7)","2017 MO7",,,Y,N,0,21.00,,,,,,,,,,,,,,,,,,,"JPL 23",2460000.5,60000,2023-02-25.0,J2000,0.4694,2.288,1.214,5.16,231.08,84.00,220.80,3.36,0.2848,2460489.21,2024-06-27.7,1.26e+03,3.46,0.222,86.5,2,3.44,2.2e-07,7.6e-08,4.6e-07,7.4e-06,8.8e-05,1.5e-04,1.4e-05,1.1e-07,1.4e-08,6.7e-05,6.3e-05,AMO,"Otto Matic",2697,2010-06-07,2017-10-25,99,,,0,.42414,,,,,,,,,
3776120,"       (2017 MP7)","2017 MP7",,,Y,N,0,25.40,,,,,,,,,,,,,,,,,,,"JPL 5",2457933.5,57933,2017-06-29.0,J2000,0.5557,2.336,1.038,6.92,99.65,193.12,355.77,3.63,0.276,2457948.83,2017-07-14.3,1.3e+03,3.57,0.0272,10.6,1.59,3.33,1.9e-03,1.0e-02,6.4e-05,1.6e-02,3.9e-03,3.0e-03,2.9e-02,1.6e-02,1.8e-03,3.2e-03,8.5e+00,AMO,"Otto Matic",6,2017-06-27,2017-07-03,40,,,8,.56921,,,,,,,,,
3776122,"       (2017 MQ7)","2017 MQ7",,,Y,N,0,23.20,,,,,,,,,,,,,,,,,,,"JPL 12",2460000.5,60000,2023-02-25.0,J2000,0.6020,2.4,0.955,7.68,266.61,49.79,179.13,3.84,0.2651,2459324.76,2021-04-20.2,1.36e+03,3.72,0.0345,13.4,1.56,3.24,5.4e-06,3.2e-05,9.1e-07,3.5e-05,3.7e-05,2.2e-04,1.1e-02,5.1e-05,5.3e-06,2.7e-02,2.7e-02,APO,"Otto Matic",7,2017-06-27,2017-07-04,57,1,1,4,.44659,,,,,,,,,
3776119,"       (2017 MR7)","2017 MR7",,,Y,N,0,22.10,,,,,,,,,,,,,,,,,,,"JPL 4",2457933.5,57933,2017-06-29.0,J2000,0.6368,1.742,0.633,7.25,164.43,205.21,333.06,2.85,0.4288,2457996.32,2017-08-30.8,839,2.3,0.113,44.1,2.61,3.87,7.6e-03,2.6e-02,3.7e-03,6.7e-02,2.8e-01,2.2e-01,7.0e-01,4.3e-02,9.6e-03,2.3e-01,1.9e+01,APO,"Otto Matic",5,2017-06-27,2017-07-02,37,,,9,.57364,,,,,,,,,
3776121,"       (2017 MS7)","2017 MS7",,,Y,N,0,22.39,,,,,,,,,,,,,,,,,,,"JPL 5",2457930.5,57930,2017-06-26.0,J2000,0.6812,2.292,0.731,3.46,245.91,115.02,344.33,3.85,0.284,2457985.66,2017-08-20.1,1.27e+03,3.47,0.00411,1.6,1.63,3.24,4.7e-03,3.1e-02,7.5e-04,2.4e-02,8.9e-02,1.2e-01,3.6e-01,5.2e-02,5.8e-03,1.3e-01,2.6e+01,APO,"Otto Matic",13,2017-06-19,2017-07-02,50,,,9,.48562,,,,,,,,,
3776118,"       (2017 MT7)","2017 MT7",,,Y,N,0,24.30,,,,,,,,,,,,,,,,,,,"JPL 4",2457938.5,57938,2017-07-04.0,J2000,0.5041,1.912,0.948,5.15,103.35,131.89,15.71,2.88,0.3728,2457896.35,2017-05-22.8,966,2.64,0.0164,6.39,2.14,3.76,3.6e-03,1.3e-02,3.6e-04,2.9e-02,2.1e-02,1.9e-02,1.8e-01,2.0e-02,3.9e-03,3.5e-02,1.0e+01,APO,"Otto Matic",8,2017-06-27,2017-07-05,34,,,9,.35662,,,,,,,,,
3776125,"       (2017 MU7)","2017 MU7",,,Y,N,0,20.50,,,,,,,,,,,,,,,,,,,"JPL 14",2460000.5,60000,2023-02-25.0,J2000,0.4532,2.136,1.168,7.11,97.28,199.15,291.00,3.10,0.3158,2460219.01,2023-10-01.5,1.14e+03,3.12,0.156,60.6,2.13,3.57,1.1e-07,7.0e-08,2.6e-07,6.6e-06,7.0e-05,6.9e-05,2.4e-05,1.0e-07,1.6e-08,8.6e-05,5.6e-05,AMO,"Otto Matic",2124,2014-07-28,2020-05-21,63,,,0,.60938,,,,,,,,,
3776124,"       (2017 MV7)","2017 MV7",,,Y,N,0,20.20,,,,,,,,,,,,,,,,,,,"JPL 7",2457934.5,57934,2017-06-30.0,J2000,0.6396,1.749,0.631,32.38,106.27,65.79,30.75,2.87,0.4259,2457862.30,2017-04-18.8,845,2.31,0.125,48.8,2.74,3.73,5.2e-03,2.5e-02,6.2e-05,3.3e-01,3.7e-02,2.7e-01,7.5e-01,4.1e-02,9.2e-03,2.1e-01,1.8e+01,APO,"Otto Matic",7,2017-06-27,2017-07-04,60,,,9,.27429,,,,,,,,,
3776268,"       (2017 MJ8)","2017 MJ8",,,Y,N,0,20.75,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.6024,1.408,0.560,9.87,8.17,149.61,194.47,2.26,0.5896,2460281.23,2023-12-02.7,611,1.67,0.131,50.9,2.74,4.51,1.1e-07,3.5e-08,1.5e-07,2.4e-05,5.7e-05,4.7e-05,9.0e-05,5.7e-08,2.2e-08,1.6e-04,2.3e-05,APO,"Otto Matic",3664,2011-09-26,2021-10-07,42,,,1,.67283,,,,,,,,,
3776270,"       (2017 MK8)","2017 MK8",,,Y,N,0,16.84,,,,,,,,,,,,,,,,,,,"JPL 14",2460000.5,60000,2023-02-25.0,J2000,0.6757,2.497,0.810,31.45,286.84,185.57,66.46,4.18,0.2498,2459734.40,2022-06-03.8,1.44e+03,3.95,0.172,66.9,1,2.96,1.4e-06,2.1e-07,3.5e-06,8.4e-05,1.0e-04,1.1e-04,3.8e-04,3.6e-07,3.2e-08,1.5e-03,1.8e-04,APO,"Otto Matic",2904,2013-08-02,2021-07-15,57,,,1,.3922,,,,,,,,,
3776271,"       (2017 ML8)","2017 ML8",,,Y,N,0,23.30,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.5172,2.338,1.129,5.86,302.56,341.50,208.23,3.55,0.2756,2460551.15,2024-08-28.6,1.31e+03,3.58,0.116,45.2,1.64,3.37,1.6e-04,8.2e-04,2.4e-05,1.3e-03,6.7e-04,4.1e-04,3.0e-01,1.2e-03,1.5e-04,1.4e+00,6.9e-01,AMO,"Otto Matic",32,2017-06-24,2017-07-26,22,,,6,.23185,,,,,,,,,
3776269,"       (2017 MM8)","2017 MM8",,,Y,N,0,22.58,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.6674,0.8875,0.295,23.35,98.65,336.37,185.99,1.48,1.179,2460148.10,2023-07-22.6,305,0.836,0.102,39.6,3.83,6.43,2.5e-06,1.3e-08,2.2e-06,9.8e-05,2.3e-05,8.1e-05,4.4e-04,2.2e-08,2.7e-08,3.8e-04,6.9e-06,ATE,"Otto Matic",1830,2017-06-24,2022-06-28,44,,,1,.69981,,,,,,,,,
3776272,"       (2017 MN8)","2017 MN8",,,Y,N,0,19.52,,,,,,,,,,,,,,,,,,,"JPL 30",2460000.5,60000,2023-02-25.0,J2000,0.7486,1.937,0.487,7.98,355.71,137.46,68.61,3.39,0.3656,2459812.87,2022-08-21.3,985,2.7,0.0816,31.7,1.71,3.49,2.6e-07,2.7e-07,5.6e-07,1.6e-05,5.6e-05,1.0e-04,8.9e-05,4.7e-07,7.5e-08,2.1e-04,2.0e-04,APO,"Otto Matic",1115,2016-10-06,2019-10-26,274,,,1,.42466,,,,,,,,,
3776276,"       (2017 MO8)","2017 MO8",,,Y,N,0,26.00,,,,,,,,,,0.0544,,,,,,,,,"JPL 3",2457934.5,57934,2017-06-30.0,J2000,0.6194,2.494,0.949,0.67,163.97,151.71,352.51,4.04,0.2503,2457964.42,2017-07-29.9,1.44e+03,3.94,0.00068,0.265,1.29,3.17,8.9e-04,5.7e-03,6.7e-05,7.3e-04,1.5e-02,1.4e-02,2.7e-02,9.2e-03,8.5e-04,7.5e-03,4.9e+00,APO,"Otto Matic",4,2017-06-29,2017-07-03,34,,,8,.5986,,,,,,,,,
3776273,"       (2017 MP8)","2017 MP8",,,Y,N,0,22.65,,,,,,,,,,,,,,,,,,,"JPL 4",2457933.5,57933,2017-06-29.0,J2000,0.4946,1.459,0.737,35.84,101.06,86.63,32.60,2.18,0.5595,2457875.24,2017-05-01.7,643,1.76,0.0663,25.8,3.39,4.31,5.0e-03,1.6e-02,7.9e-04,2.7e-01,3.8e-02,4.3e-01,7.3e-01,2.4e-02,9.1e-03,3.5e-01,1.0e+01,APO,"Otto Matic",7,2017-06-26,2017-07-03,38,,,9,.46274,,,,,,,,,
3776274,"       (2017 MQ8)","2017 MQ8",,,Y,N,0,20.84,,,,,,,,,,,,,,,,,,,"JPL 14",2460000.5,60000,2023-02-25.0,J2000,0.2048,1.556,1.237,22.18,296.01,49.79,294.15,1.87,0.5079,2460130.16,2023-07-04.6,709,1.94,0.282,110,3.51,4.34,4.4e-07,1.2e-07,5.9e-07,2.7e-05,2.2e-05,1.2e-04,1.7e-04,1.5e-07,5.9e-08,3.6e-04,8.2e-05,AMO,"Otto Matic",1611,2017-06-29,2021-11-26,60,,,1,.49339,,,,,,,,,
3776277,"       (2017 MR8)","2017 MR8",,,Y,N,0,25.00,,,,,,,,,,,,,,,,,,,"JPL 6",2457937.5,57937,2017-07-03.0,J2000,0.3308,1.455,0.974,6.17,110.33,214.17,337.46,1.94,0.5614,2457977.66,2017-08-12.1,641,1.76,0.000726,0.283,3.39,4.57,1.6e-03,3.3e-03,1.4e-04,2.3e-02,2.8e-03,5.0e-03,9.0e-02,4.3e-03,1.9e-03,2.6e-02,2.2e+00,APO,"Otto Matic",10,2017-06-30,2017-07-10,29,,,8,.76234,,,,,,,,,
3776275,"       (2017 MS8)","2017 MS8",,,Y,N,0,23.40,,,,,,,,,,,,,,,,,0.34,,"JPL 2",2457935.5,57935,2017-07-01.0,J2000,0.2581,0.9065,0.673,29.38,272.25,160.67,217.21,1.14,1.142,2458060.54,2017-11-03.0,315,0.863,0.0987,38.4,4.1,6.44,2.0e-04,6.2e-04,3.3e-04,2.3e-01,1.1e-02,1.1e-01,1.7e-01,7.8e-04,1.2e-03,4.1e-02,3.2e-01,ATE,"Otto Matic",2,2017-06-30,2017-07-02,23,,,8,.34324,,,,,,,,,
3776279,"       (2017 MT8)","2017 MT8",,,Y,N,0,23.20,,,,,,,,,,,,,,,,,,,"JPL 23",2460000.5,60000,2023-02-25.0,J2000,0.0909,1.02,0.928,10.84,116.37,349.49,352.09,1.11,0.9562,2460008.78,2023-03-05.2,376,1.03,0.055,21.4,3.93,5.97,4.5e-07,1.3e-07,3.4e-07,6.1e-05,2.1e-05,8.3e-05,3.3e-04,1.4e-07,1.8e-07,3.5e-04,7.2e-05,APO,"Otto Matic",371,2017-06-30,2018-07-06,99,,,2,.43512,,,,,,,,,
3776278,"       (2017 MU8)","2017 MU8",,,Y,Y,0,21.50,,,,,,,,,,,,,,,,,,,"JPL 18",2460000.5,60000,2023-02-25.0,J2000,0.2546,0.9561,0.713,18.61,276.17,228.21,138.66,1.20,1.054,2459868.98,2022-10-16.4,341,0.935,0.0479,18.7,3.87,6.23,8.8e-07,1.7e-07,9.7e-07,5.3e-05,3.9e-05,5.9e-05,5.2e-04,2.2e-07,2.9e-07,4.6e-04,9.4e-05,ATE,"Otto Matic",475,2017-06-30,2018-10-18,76,,,2,.40686,,,,,,,,,
3776281,"       (2017 MX8)","2017 MX8",,,Y,N,0,22.10,,,,,,,,,,,,,,,,,,,"JPL 2",2457930.5,57930,2017-06-26.0,J2000,0.3160,1.507,1.031,5.32,312.63,231.50,58.59,1.98,0.5328,2457820.54,2017-03-08.0,676,1.85,0.0719,28,2.99,4.47,2.0e-03,3.8e-03,3.5e-04,5.4e-02,1.4e-01,9.6e-03,9.3e-02,5.0e-03,2.0e-03,2.8e-01,2.6e+00,AMO,"Otto Matic",8,2017-06-25,2017-07-03,15,,,8,.49574,,,,,,,,,
3776282,"       (2017 MY8)","2017 MY8",,,Y,N,0,21.50,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.4895,2.264,1.156,5.34,107.19,182.33,237.27,3.37,0.2894,2460424.62,2024-04-24.1,1.24e+03,3.41,0.139,54,1.83,3.44,1.9e-05,9.1e-05,2.8e-06,1.2e-04,2.1e-04,2.7e-04,3.6e-02,1.3e-04,1.7e-05,1.5e-01,7.5e-02,AMO,"Otto Matic",84,2017-06-29,2017-09-21,39,,,5,.55494,,,,,,,,,
3776291,"       (2017 MZ8)","2017 MZ8",,,Y,N,0,22.54,,,,,,,,,,,,,,,,,0.44,,"JPL 7",2457927.5,57927,2017-06-23.0,J2000,0.4843,1.954,1.008,4.20,29.46,317.13,337.17,2.90,0.3609,2457990.75,2017-08-25.2,998,2.73,0.0374,14.6,2.52,3.73,2.4e-01,4.6e-01,2.4e-01,5.0e-01,2.6e+01,6.5e+01,2.9e+00,6.9e-01,1.3e-01,2.2e+01,3.5e+02,APO,"Otto Matic",1,2017-06-22,2017-06-23,7,,,9,.31644,,,,,,,,,
3776285,"       (2017 MA9)","2017 MA9",,,Y,N,0,21.63,,,,,,,,,,,,,,,,,0.23,,"JPL 3",2457929.5,57929,2017-06-25.0,J2000,0.6470,2.363,0.834,8.88,76.82,276.39,344.81,3.89,0.2714,2457985.49,2017-08-19.9,1.33e+03,3.63,0.0734,28.6,1.66,3.22,2.9e-02,1.9e-01,1.6e-03,3.3e-01,3.7e-01,6.4e-01,2.0e+00,3.1e-01,3.3e-02,7.6e-01,1.6e+02,APO,"Otto Matic",9,2017-06-23,2017-07-02,10,,,9,.26256,,,,,,,,,
3776286,"       (2017 MB9)","2017 MB9",,,Y,N,0,22.90,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.4323,2.056,1.167,2.06,351.04,265.26,339.49,2.94,0.3344,2460061.85,2023-04-27.3,1.08e+03,2.95,0.157,61.1,2.13,3.66,1.0e-04,4.3e-04,3.7e-05,4.6e-04,4.1e-03,5.2e-03,2.2e-01,6.2e-04,1.1e-04,6.8e-01,3.4e-01,AMO,"Otto Matic",60,2017-06-25,2017-08-24,15,,,6,.42274,,,,,,,,,
3776645,"       (2017 MD9)","2017 MD9",,,Y,N,0,19.95,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.7034,2.736,0.811,24.07,343.06,18.28,79.45,4.66,0.2178,2459635.73,2022-02-25.2,1.65e+03,4.53,0.171,66.6,1,2.84,5.8e-04,5.2e-03,3.0e-05,7.8e-03,1.3e-02,1.8e-02,1.3e+00,8.9e-03,6.2e-04,4.7e+00,4.7e+00,APO,"Otto Matic",24,2017-06-27,2017-07-21,29,,,7,.23168,,,,,,,,,
3776280,"       (2017 NB)","2017 NB",,,Y,N,0,24.90,,,,,,,,,,,,,,,,,,,"JPL 9",2460000.5,60000,2023-02-25.0,J2000,0.4609,1.784,0.962,9.02,101.77,142.79,145.70,2.61,0.4137,2459648.29,2022-03-09.7,870,2.38,0.00654,2.54,2.44,3.94,2.4e-04,7.8e-04,1.0e-05,3.3e-03,3.9e-04,9.4e-04,5.7e-01,1.1e-03,2.7e-04,1.1e+00,5.7e-01,APO,"Otto Matic",3,2017-07-01,2017-07-04,67,,,7,.29891,,,,,,,,,
3776283,"       (2017 NC)","2017 NC",,,Y,N,0,25.70,,,,,,,,,,,,,,,,,,,"JPL 3",2457936.5,57936,2017-07-02.0,J2000,0.3906,1.247,0.760,1.13,220.27,332.54,43.85,1.73,0.7081,2457874.57,2017-05-01.0,508,1.39,0.0168,6.53,3.22,5.08,2.0e-03,2.7e-03,8.5e-04,4.6e-03,8.5e-02,1.0e-01,2.2e-01,3.7e-03,2.3e-03,1.1e-01,1.6e+00,APO,"Otto Matic",2,2017-07-01,2017-07-03,16,,,8,.59397,,,,,,,,,
3776294,"       (2017 ND)","2017 ND",,,Y,N,0,24.70,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.2102,1.253,0.990,7.77,279.00,322.47,36.22,1.52,0.7028,2459948.96,2023-01-04.4,512,1.4,0.00743,2.89,3.5,5.1,2.6e-04,3.9e-04,2.1e-05,7.5e-03,5.9e-04,5.2e-03,7.0e-01,4.7e-04,3.3e-04,9.7e-01,2.4e-01,APO,"Otto Matic",15,2017-07-01,2017-07-16,54,,,7,.28945,,,,,,,,,
3776295,"       (2017 NH)","2017 NH",,,Y,Y,0,21.60,,,,,,,,,,2.481,,,,,,,,,"JPL 31",2460000.5,60000,2023-02-25.0,J2000,0.3297,1.394,0.934,6.25,269.52,71.83,123.51,1.85,0.599,2459794.31,2022-08-02.8,601,1.65,0.0408,15.9,3.56,4.71,3.7e-08,5.1e-09,5.1e-08,7.4e-06,2.0e-05,2.2e-05,7.6e-06,6.8e-09,3.3e-09,1.2e-05,3.3e-06,APO,"Otto Matic",1802,2017-07-01,2022-06-07,375,1,2,0,.27577,,,,,,,,,
3776300,"       (2017 NK)","2017 NK",,,Y,Y,0,21.20,,,,,,,,,,,,,,,,,,,"JPL 39",2460000.5,60000,2023-02-25.0,J2000,0.1217,0.9665,0.849,13.55,254.72,262.42,84.61,1.08,1.037,2459918.93,2022-12-05.4,347,0.95,0.0425,16.5,3.93,6.21,2.3e-07,5.2e-08,2.7e-07,1.9e-05,2.0e-05,3.2e-05,1.3e-04,5.8e-08,8.4e-08,1.2e-04,2.8e-05,ATE,"Otto Matic",1242,2017-07-02,2020-11-25,138,,,1,.62701,,,,,,,,,
3776418,"       (2017 NK2)","2017 NK2",,,Y,N,0,26.60,,,,,,,,,,,,,,,,,,,"JPL 2",2457936.5,57936,2017-07-02.0,J2000,0.3763,1.626,1.014,3.84,105.35,196.24,350.35,2.24,0.4753,2457956.80,2017-07-22.2,757,2.07,0.00626,2.43,3,4.23,1.4e-03,3.5e-03,3.9e-06,1.0e-02,1.1e-03,1.4e-03,3.5e-02,4.9e-03,1.5e-03,7.1e-03,2.5e+00,APO,"Otto Matic",5,2017-07-01,2017-07-06,22,,,8,.33428,,,,,,,,,
3776419,"       (2017 NL2)","2017 NL2",,,Y,N,0,22.95,,,,,,,,,,,,,,,,,,,"JPL 8",2460000.5,60000,2023-02-25.0,J2000,0.4356,1.839,1.038,18.66,285.24,331.03,104.12,2.64,0.3952,2459737.07,2022-06-06.5,911,2.49,0.0561,21.8,2.51,3.84,3.9e-07,9.3e-09,7.2e-07,5.1e-05,8.8e-06,2.1e-04,6.3e-05,1.3e-08,3.0e-09,1.6e-04,6.9e-06,AMO,"Otto Matic",3627,2012-07-28,2022-07-03,68,,,0,.51274,,,,,,,,,
3776549,"       (2017 NS5)","2017 NS5",,,Y,Y,0,20.77,,,,,,,,,,,,,,,,,,,"JPL 22",2460000.5,60000,2023-02-25.0,J2000,0.2572,0.976,0.725,43.93,294.81,119.28,204.67,1.23,1.022,2460152.47,2023-07-26.9,352,0.964,0.024,9.36,4.08,5.93,1.6e-07,3.9e-08,1.5e-07,2.1e-05,2.4e-06,1.1e-05,1.1e-04,4.9e-08,6.2e-08,1.2e-04,2.1e-05,ATE,"Otto Matic",1444,2015-07-18,2019-07-01,199,,,1,.48419,,,,,,,,,
3776550,"       (2017 NT5)","2017 NT5",,,Y,N,0,22.93,,,,,,,,,,,,,,,,,,,"JPL 4",2460000.5,60000,2023-02-25.0,J2000,0.6763,1.868,0.604,6.04,293.54,88.97,53.10,3.13,0.3861,2459862.99,2022-10-10.4,932,2.55,0.0025,0.972,2.39,3.66,2.6e-04,1.2e-03,8.8e-05,2.0e-03,2.5e-05,1.1e-03,7.5e-01,2.0e-03,3.8e-04,1.8e+00,9.1e-01,APO,"Otto Matic",21,2017-06-23,2017-07-14,86,,,7,.21642,,,,,,,,,
3776647,"       (2017 NV5)","2017 NV5",,,Y,N,0,20.20,,,,,,,,,,,,,,,,,,,"JPL 12",2460000.5,60000,2023-02-25.0,J2000,0.6717,2.359,0.774,13.48,210.30,21.52,208.69,3.94,0.2721,2460556.65,2024-09-03.1,1.32e+03,3.62,0.138,53.7,1.09,3.18,4.5e-05,2.9e-04,1.3e-05,8.2e-04,2.0e-03,1.8e-03,1.1e-01,4.8e-04,5.0e-05,4.9e-01,2.4e-01,APO,"Otto Matic",71,2017-07-11,2017-09-20,51,,,6,.47977,,,,,,,,,
3776646,"       (2017 NW5)","2017 NW5",,,Y,N,0,20.90,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.7098,3.045,0.884,29.00,149.70,186.49,12.95,5.21,0.1855,2459930.66,2022-12-17.1,1.94e+03,5.31,0.126,49,0.214,2.65,6.3e-05,6.3e-04,9.4e-06,1.2e-03,1.1e-03,6.3e-04,1.2e-01,1.1e-03,5.7e-05,6.1e-01,6.0e-01,APO,"Otto Matic",137,2017-07-05,2017-11-19,36,,,6,.50803,,,,,,,,,
3776648,"       (2017 NX5)","2017 NX5",,,Y,N,0,24.20,,,,,,,,,,,,,,,,,,,"JPL 2",2457949.5,57949,2017-07-15.0,J2000,0.5070,1.749,0.862,9.97,111.48,243.85,339.87,2.64,0.4261,2457996.75,2017-08-31.2,845,2.31,0.0198,7.7,2.85,3.96,1.8e-03,5.8e-03,2.8e-04,2.7e-02,1.8e-03,1.5e-02,1.2e-01,8.8e-03,2.1e-03,4.8e-02,4.2e+00,APO,"Otto Matic",2,2017-07-14,2017-07-16,17,,,8,.77726,,,,,,,,,
3776847,"       (2017 NL6)","2017 NL6",,,Y,N,0,18.90,,,,,,,,,,,,,,,,,,,"JPL 34",2460000.5,60000,2023-02-25.0,J2000,0.5841,2.759,1.147,7.21,314.11,56.48,68.01,4.37,0.2151,2459684.26,2022-04-14.7,1.67e+03,4.58,0.179,69.6,1.26,3.06,8.4e-08,8.9e-08,2.2e-07,8.7e-06,6.8e-05,7.8e-05,1.8e-05,1.4e-07,1.0e-08,7.2e-05,8.1e-05,AMO,"Otto Matic",3286,2009-01-20,2018-01-19,149,,,0,.33667,,,,,,,,,
3776849,"       (2017 NM6)","2017 NM6",,,Y,Y,0,18.82,,,,,,,,,,,,,,,,,,,"JPL 34",2460000.5,60000,2023-02-25.0,J2000,0.5683,2.357,1.018,55.51,289.82,349.45,202.63,3.70,0.2724,2460578.28,2024-09-24.7,1.32e+03,3.62,0.00673,2.62,1.56,2.83,4.3e-08,3.0e-07,5.3e-08,2.0e-05,5.4e-06,2.0e-05,1.1e-04,4.7e-07,5.2e-08,5.2e-04,2.5e-04,AMO,"Otto Matic",934,2017-07-05,2020-01-25,328,,,1,.29283,,,,,,,,,
3776848,"       (2017 NN6)","2017 NN6",,,Y,Y,0,20.10,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.7381,2.234,0.585,7.79,95.32,99.62,259.84,3.88,0.2951,2460339.92,2024-01-30.4,1.22e+03,3.34,0.0227,8.82,1.17,3.21,2.1e-04,1.4e-03,1.1e-04,1.6e-03,1.3e-02,1.5e-02,6.0e-01,2.4e-03,2.8e-04,2.3e+00,1.2e+00,APO,"Otto Matic",37,2017-07-14,2017-08-20,68,,,7,.20624,,,,,,,,,
3776850,"       (2017 NO6)","2017 NO6",,,Y,N,0,23.90,,,,,,,,,,,,,,,,,,,"JPL 7",2457950.5,57950,2017-07-16.0,J2000,0.1775,1.281,1.053,9.89,278.77,308.56,43.43,1.51,0.6799,2457886.62,2017-05-13.1,530,1.45,0.0839,32.6,3.5,5.02,7.2e-04,1.4e-03,2.2e-04,2.5e-02,1.4e-02,7.3e-02,1.2e-01,1.6e-03,1.1e-03,7.4e-02,8.6e-01,AMO,"Otto Matic",11,2017-07-15,2017-07-26,27,,,8,.27641,,,,,,,,,
