"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
3776853,"       (2017 NQ6)","2017 NQ6",,,Y,N,0,19.43,,,,,,,,,,,,,,,,,,,"JPL 22",2460200.5,60200,2023-09-13.0,J2000,0.3371,1.304,0.865,23.61,340.46,199.97,135.36,1.74,0.6615,2459995.88,2023-02-20.3,544,1.49,0.111,43,3.24,4.85,7.7e-08,5.1e-09,1.0e-07,1.3e-05,1.5e-05,2.4e-05,2.3e-05,6.8e-09,3.9e-09,3.4e-05,3.2e-06,APO,"Otto Matic",4633,2010-11-17,2023-07-25,104,,,0,.57036,,,,,,,,,
3776854,"       (2017 NR6)","2017 NR6",,,Y,N,0,22.18,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.4921,1.32,0.671,4.92,130.29,267.58,195.06,1.97,0.6495,2460254.43,2023-11-05.9,554,1.52,0.00622,2.42,3.47,4.81,3.3e-06,1.9e-07,4.3e-06,3.5e-05,1.3e-04,4.4e-04,3.0e-04,2.8e-07,1.4e-07,5.2e-04,1.2e-04,APO,"Otto Matic",2159,2017-07-15,2023-06-13,49,,,2,.32923,,,,,,,,,
3776855,"       (2017 NS6)","2017 NS6",,,Y,N,0,21.90,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.4649,2.259,1.208,7.06,142.61,128.41,243.66,3.31,0.2904,2460401.16,2024-03-31.6,1.24e+03,3.39,0.217,84.3,1.86,3.46,2.6e-04,1.3e-03,8.7e-05,3.4e-03,1.1e-03,2.0e-03,5.1e-01,1.9e-03,2.4e-04,2.1e+00,1.0e+00,AMO,"Otto Matic",33,2017-07-15,2017-08-17,53,,,7,.2943,,,,,,,,,
3776856,"       (2017 NT6)","2017 NT6",,,Y,N,0,24.20,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.4179,1.9,1.106,6.76,287.10,355.25,56.34,2.69,0.3763,2459850.77,2022-09-28.2,957,2.62,0.0894,34.8,2.47,3.83,8.0e-05,2.9e-04,1.5e-05,9.1e-04,2.6e-04,3.5e-04,1.8e-01,4.1e-04,8.5e-05,4.3e-01,2.2e-01,AMO,"Otto Matic",66,2017-06-25,2017-08-30,51,,,6,.37129,,,,,,,,,
3776857,"       (2017 NU6)","2017 NU6",,,Y,N,0,19.65,,,,,,,,,,,,,,,,,,,"JPL 31",2460000.5,60000,2023-02-25.0,J2000,0.5526,2.348,1.051,9.00,179.10,217.56,166.38,3.65,0.2739,2459393.02,2021-06-27.5,1.31e+03,3.6,0.0884,34.4,1.83,3.32,5.4e-08,3.0e-08,1.2e-07,6.9e-06,6.1e-05,6.1e-05,1.2e-05,4.6e-08,5.2e-09,3.3e-05,2.5e-05,AMO,"Otto Matic",4254,2010-07-17,2022-03-10,128,,,0,.62208,,,,,,,,,
3778541,"       (2017 NB7)","2017 NB7",,,Y,N,0,23.50,,,,,,,,,,,,,,,,,,,"JPL 8",2460000.5,60000,2023-02-25.0,J2000,0.3713,1.616,1.016,5.25,124.14,190.57,252.61,2.22,0.4796,2460224.40,2023-10-06.9,751,2.06,0.00429,1.67,3.08,4.25,1.3e-05,3.4e-05,4.4e-08,1.5e-04,3.9e-05,6.9e-05,3.1e-02,4.6e-05,1.5e-05,7.2e-02,2.4e-02,APO,"Otto Matic",139,2017-05-30,2017-10-16,35,,,5,.5058,,,,,,,,,
3838922,"       (2017 NC7)","2017 NC7",,,Y,N,0,21.50,,,,,,,,,,,,,,,,,0.56,,"JPL 2",2460000.5,60000,2023-02-25.0,J2000,0.4973,2.25,1.131,6.72,294.18,336.59,247.89,3.37,0.292,2460384.38,2024-03-14.8,1.23e+03,3.37,0.122,47.5,1.77,3.45,8.2e-06,3.8e-05,9.9e-07,6.8e-05,7.7e-05,1.1e-04,1.6e-02,5.7e-05,7.4e-06,6.3e-02,3.1e-02,AMO,"Otto Matic",81,2017-07-05,2017-09-24,29,,,4,.44498,,,,,,,,,
3776858,"       (2017 OA)","2017 OA",,,Y,Y,0,20.31,,,,,,,,,,,,,,,,,,,"JPL 17",2460000.5,60000,2023-02-25.0,J2000,0.5698,1.809,0.778,4.12,226.99,147.87,75.59,2.84,0.405,2459813.88,2022-08-22.3,889,2.43,0.038,14.8,2.64,3.84,3.4e-08,1.4e-08,6.2e-08,4.6e-06,1.0e-04,1.0e-04,1.1e-05,2.3e-08,4.8e-09,2.4e-05,1.1e-05,APO,"Otto Matic",7864,2000-11-30,2022-06-12,75,,,0,.54127,,,,,,,,,
3777454,"       (2017 OC)","2017 OC",,,Y,N,0,20.50,,,,,,,,,,,,,,,,,,,"JPL 13",2460000.5,60000,2023-02-25.0,J2000,0.3451,1.699,1.113,14.94,278.18,1.52,193.71,2.29,0.445,2460374.20,2024-03-04.7,809,2.22,0.0958,37.3,2.86,4.1,7.5e-08,2.5e-07,2.3e-07,1.8e-05,3.2e-05,5.1e-05,1.8e-04,3.3e-07,9.7e-08,4.8e-04,1.8e-04,AMO,"Otto Matic",629,2015-12-05,2017-08-25,105,,,1,.48806,,,,,,,,,
3777455,"       (2017 OD)","2017 OD",,,Y,N,0,22.10,,,,,,,,,,,,,,,,,,,"JPL 9",2460000.5,60000,2023-02-25.0,J2000,0.3930,1.741,1.057,34.98,291.83,14.08,153.43,2.43,0.4289,2459642.76,2022-03-04.2,839,2.3,0.0487,18.9,2.84,3.86,5.8e-04,1.7e-03,3.0e-05,1.9e-02,1.1e-03,8.7e-03,1.3e+00,2.4e-03,6.3e-04,2.5e+00,1.2e+00,AMO,"Otto Matic",27,2017-07-17,2017-08-13,156,,,7,.29065,,,,,,,,,
3778066,"       (2017 OD1)","2017 OD1",,,Y,N,0,20.40,,,,,,,,,,6.8,,,,,,,0.43,,"JPL 42",2460000.5,60000,2023-02-25.0,J2000,0.4677,2.206,1.174,7.10,147.52,213.11,235.40,3.24,0.3008,2460414.69,2024-04-14.1,1.2e+03,3.28,0.18,70.2,2.22,3.5,4.3e-06,2.0e-05,1.3e-06,4.3e-05,2.3e-05,5.5e-05,8.1e-03,3.0e-05,4.1e-06,3.3e-02,1.6e-02,AMO,"Otto Matic",155,2017-07-19,2017-12-21,233,,,4,.4105,,,,,,,,,
3778064,"       (2017 OE1)","2017 OE1",,,Y,N,0,24.50,,,,,,,,,,,,,,,,,,,"JPL 2",2457956.5,57956,2017-07-22.0,J2000,0.6816,2.407,0.766,1.02,90.44,280.75,347.56,4.05,0.2639,2458003.65,2017-09-07.1,1.36e+03,3.73,0.00476,1.85,1.41,3.16,2.2e-03,1.5e-02,4.3e-04,3.4e-03,3.4e-02,4.2e-02,1.3e-01,2.5e-02,2.5e-03,5.0e-02,1.3e+01,APO,"Otto Matic",2,2017-07-20,2017-07-22,18,,,8,.70027,,,,,,,,,
3778068,"       (2017 OF1)","2017 OF1",,,Y,N,0,24.80,,,,,,,,,,,,,,,,,,,"JPL 9",2460000.5,60000,2023-02-25.0,J2000,0.3794,1.635,1.014,0.76,234.81,24.44,261.39,2.26,0.4716,2460209.61,2023-09-22.1,763,2.09,0.00449,1.75,2.81,4.22,5.5e-04,1.4e-03,8.9e-06,8.0e-04,1.6e-02,1.6e-02,1.3e+00,2.0e-03,6.2e-04,3.0e+00,1.0e+00,APO,"Otto Matic",28,2017-07-20,2017-08-17,42,,,7,.3872,,,,,,,,,
3778065,"       (2017 OG1)","2017 OG1",,,Y,N,0,23.20,,,,,,,,,,,,,,,,,,,"JPL 18",2460000.5,60000,2023-02-25.0,J2000,0.5119,2.157,1.053,7.31,292.40,357.61,278.38,3.26,0.3111,2460262.84,2023-11-14.3,1.16e+03,3.17,0.0358,13.9,1.95,3.51,4.6e-05,2.1e-04,2.5e-06,4.3e-04,1.2e-04,8.4e-05,9.2e-02,3.1e-04,4.5e-05,3.3e-01,1.7e-01,AMO,"Otto Matic",61,2017-07-21,2017-09-20,116,,,6,.35129,,,,,,,,,
3778067,"       (2017 OH1)","2017 OH1",,,Y,N,0,27.10,,,,,,,,,,,,,,,,,,,"JPL 2",2457956.5,57956,2017-07-22.0,J2000,0.6323,1.869,0.687,0.82,279.67,296.20,19.85,3.05,0.3856,2457905.03,2017-05-31.5,934,2.56,0.00417,1.62,1.93,3.71,9.4e-04,4.0e-03,2.9e-04,2.5e-03,5.5e-02,5.5e-02,7.5e-02,6.5e-03,1.2e-03,3.0e-02,3.0e+00,APO,"Otto Matic",1,2017-07-21,2017-07-22,15,,,8,.42525,,,,,,,,,
3778075,"       (2017 OL1)","2017 OL1",,,Y,Y,0,21.73,,,,,,,,,,,,,,,,,,,"JPL 30",2460000.5,60000,2023-02-25.0,J2000,0.6175,2.47,0.945,1.34,161.22,98.26,165.68,4.00,0.2538,2459347.82,2021-05-13.3,1.42e+03,3.88,0.0171,6.65,1.09,3.19,1.7e-08,5.7e-08,3.6e-08,4.4e-06,1.5e-04,1.5e-04,1.9e-05,9.3e-08,8.9e-09,5.2e-05,4.9e-05,APO,"Otto Matic",1470,2017-03-05,2021-03-14,369,,,0,.36235,,,,,,,,,
3778076,"       (2017 OM1)","2017 OM1",,,Y,N,0,23.40,,,,,,,,,,,,,,,,,,,"JPL 9",2460000.5,60000,2023-02-25.0,J2000,0.4466,0.9826,0.544,17.90,122.96,299.88,196.51,1.42,1.012,2460162.07,2023-08-05.5,356,0.974,0.00242,0.943,3.94,6.04,1.1e-06,3.6e-08,1.0e-06,6.0e-05,5.1e-06,5.4e-05,6.5e-05,5.3e-08,5.6e-08,7.1e-05,2.0e-05,ATE,"Otto Matic",366,2017-07-22,2018-07-23,141,,,1,.28315,,,,,,,,,
3778084,"       (2017 OO1)","2017 OO1",,,Y,N,0,24.50,,,,,,,,,,,,,,,,,,,"JPL 8",2460000.5,60000,2023-02-25.0,J2000,0.1374,0.8944,0.771,20.03,298.29,186.14,34.96,1.02,1.165,2459970.50,2023-01-26.0,309,0.846,0.000316,0.123,4.03,6.59,4.5e-06,2.1e-06,5.8e-06,1.3e-02,2.0e-04,4.7e-03,3.3e-03,2.4e-06,4.1e-06,2.8e-03,1.1e-03,ATE,"Otto Matic",9,2017-07-22,2017-07-31,101,,,4,.21834,,,,,,,,,
3778083,"       (2017 OP1)","2017 OP1",,,Y,N,0,25.90,,,,,,,,,,,,,,,,,,,"JPL 3",2457962.5,57962,2017-07-28.0,J2000,0.4909,1.972,1.004,6.65,123.83,149.19,10.11,2.94,0.3558,2457934.09,2017-06-29.5,1.01e+03,2.77,0.0219,8.51,2.21,3.7,1.1e-03,4.2e-03,1.3e-05,1.1e-02,1.2e-03,2.4e-03,3.5e-02,6.2e-03,1.1e-03,6.8e-03,3.2e+00,APO,"Otto Matic",7,2017-07-23,2017-07-30,23,,,8,.38993,,,,,,,,,
3778542,"       (2017 OE7)","2017 OE7",,,Y,N,0,26.20,,,,,,,,,,,,,,,,,,,"JPL 8",2460000.5,60000,2023-02-25.0,J2000,0.2804,1.399,1.007,0.65,308.46,18.40,121.22,1.79,0.5954,2459796.90,2022-08-05.3,605,1.66,0.000488,0.19,3.53,4.71,1.3e-04,2.1e-04,2.4e-05,6.9e-04,2.3e-02,2.2e-02,3.3e-01,2.7e-04,1.3e-04,5.1e-01,1.4e-01,APO,"Otto Matic",11,2017-07-24,2017-08-04,52,,,6,.78935,,,,,,,,,
3778544,"       (2017 OF7)","2017 OF7",,,Y,N,0,23.30,,,,,,,,,,,,,,,,,,,"JPL 16",2460000.5,60000,2023-02-25.0,J2000,0.5009,2.128,1.062,9.71,136.56,181.74,282.65,3.19,0.3175,2460244.13,2023-10-26.6,1.13e+03,3.1,0.0476,18.5,2.14,3.54,2.2e-05,9.7e-05,1.8e-06,2.9e-04,1.0e-05,8.9e-05,4.4e-02,1.4e-04,2.2e-05,1.5e-01,7.7e-02,AMO,"Otto Matic",93,2017-07-25,2017-10-26,130,,,5,.51331,,,,,,,,,
3778539,"       (2017 OG7)","2017 OG7",,,Y,N,0,24.00,,,,,,,,,,,,,,,,,,,"JPL 4",2457964.5,57964,2017-07-30.0,J2000,0.4448,2.158,1.198,10.41,125.02,189.83,356.80,3.12,0.3108,2457974.78,2017-08-09.2,1.16e+03,3.17,0.185,72.2,2.19,3.55,9.6e-04,4.3e-03,3.2e-04,1.6e-02,1.7e-03,3.7e-03,1.0e-02,6.2e-03,9.3e-04,3.7e-03,3.5e+00,AMO,"Otto Matic",20,2017-07-25,2017-08-14,26,,,8,.54781,,,,,,,,,
3778543,"       (2017 OH7)","2017 OH7",,,Y,N,0,22.70,,,,,,,,,,,,,,,,,,,"JPL 14",2460000.5,60000,2023-02-25.0,J2000,0.6341,2.833,1.036,13.79,300.18,344.49,64.55,4.63,0.2067,2459688.26,2022-04-18.7,1.74e+03,4.77,0.0319,12.4,0.64,2.94,9.2e-05,7.3e-04,5.1e-06,1.2e-03,3.2e-05,1.8e-04,1.6e-01,1.2e-03,8.0e-05,6.7e-01,6.7e-01,AMO,"Otto Matic",52,2017-07-25,2017-09-15,180,,,6,.25097,,,,,,,,,
3778540,"       (2017 OJ7)","2017 OJ7",,,Y,N,0,23.50,,,,,,,,,,,,,,,,,,,"JPL 8",2457960.5,57960,2017-07-26.0,J2000,0.5448,1.166,0.531,20.85,304.28,124.56,302.45,1.80,0.7827,2458034.03,2017-10-07.5,460,1.26,0.0779,30.3,3.6,5.2,1.3e-03,2.3e-03,4.8e-04,7.3e-02,1.3e-02,5.1e-02,2.4e-01,3.5e-03,2.3e-03,8.7e-02,1.3e+00,APO,"Otto Matic",12,2017-07-25,2017-08-06,29,,,8,.42358,,,,,,,,,
3778557,"       (2017 OL7)","2017 OL7",,,Y,N,0,23.40,,,,,,,,,,,,,,,,,,,"JPL 3",2457961.5,57961,2017-07-27.0,J2000,0.4913,1.799,0.915,5.12,174.68,191.99,339.79,2.68,0.4084,2458010.98,2017-09-14.4,881,2.41,0.0464,18.1,2.77,3.91,6.4e-03,2.2e-02,5.6e-04,4.2e-02,1.4e-01,1.6e-01,4.2e-01,3.2e-02,7.3e-03,1.4e-01,1.6e+01,APO,"Otto Matic",8,2017-07-26,2017-08-03,13,,,9,.28829,,,,,,,,,
3778647,"       (2017 OR18)","2017 OR18",,,Y,N,0,21.29,,,,,,,,,,,,,,,,,,,"JPL 29",2460000.5,60000,2023-02-25.0,J2000,0.2997,1.85,1.296,4.00,278.77,48.08,73.75,2.40,0.3916,2459812.19,2022-08-20.6,919,2.52,0.288,112,2.95,3.95,6.9e-08,6.2e-09,1.3e-07,3.3e-06,5.3e-05,5.9e-05,1.1e-05,8.1e-09,2.0e-09,2.9e-05,4.6e-06,AMO,"Otto Matic",3655,2012-09-26,2022-09-29,157,,,0,.48209,,,,,,,,,
3778620,"       (2017 OS18)","2017 OS18",,,Y,N,0,20.26,,,,,,,,,,,,,,,,,,,"JPL 12",2460000.5,60000,2023-02-25.0,J2000,0.3988,2.159,1.298,4.18,104.72,178.01,284.02,3.02,0.3107,2460245.03,2023-10-27.5,1.16e+03,3.17,0.281,109,2.15,3.59,2.1e-07,1.2e-07,5.2e-07,6.5e-06,7.2e-05,7.0e-05,3.9e-05,1.7e-07,2.6e-08,1.5e-04,9.7e-05,AMO,"Otto Matic",2132,2014-06-27,2020-04-28,79,,,1,.7246,,,,,,,,,
3778622,"       (2017 OT18)","2017 OT18",,,Y,N,0,19.30,,,,,,,,,,,,,,,,,,,"JPL 33",2460000.5,60000,2023-02-25.0,J2000,0.4673,2.329,1.241,21.05,299.67,44.94,195.82,3.42,0.2772,2460592.68,2024-10-09.1,1.3e+03,3.56,0.299,116,2.22,3.34,6.7e-08,1.7e-08,1.6e-07,1.0e-05,1.7e-05,3.7e-05,1.4e-05,2.4e-08,3.0e-09,5.3e-05,1.4e-05,AMO,"Otto Matic",2773,2010-06-15,2018-01-17,215,,,0,.44492,,,,,,,,,
3778624,"       (2017 OU18)","2017 OU18",,,Y,N,0,23.98,,,,,,,,,,,,,,,,,,,"JPL 10",2460000.5,60000,2023-02-25.0,J2000,0.3774,0.8257,0.514,30.38,302.22,185.27,332.51,1.14,1.314,2460021.43,2023-03-17.9,274,0.75,0.117,45.5,3.94,6.94,1.4e-06,4.3e-09,1.2e-06,3.9e-04,2.2e-05,1.9e-04,3.7e-04,6.0e-09,1.0e-08,2.8e-04,2.2e-06,ATE,"Otto Matic",4379,2011-07-25,2023-07-21,33,,,1,.56358,,,,9.5e-14,1.0e-14,,,,
3778621,"       (2017 OV18)","2017 OV18",,,Y,N,0,23.40,,,,,,,,,,,,,,,,,,,"JPL 4",2457962.5,57962,2017-07-28.0,J2000,0.3419,1.794,1.180,16.44,130.72,184.24,355.35,2.41,0.4103,2457973.83,2017-08-08.3,877,2.4,0.166,64.8,2.89,3.96,1.5e-03,4.8e-03,5.0e-04,4.4e-02,1.1e-03,9.6e-03,2.3e-02,6.4e-03,1.6e-03,1.0e-02,3.5e+00,AMO,"Otto Matic",24,2017-07-27,2017-08-20,24,,,8,.30852,,,,,,,,,
3778623,"       (2017 OW18)","2017 OW18",,,Y,N,0,24.70,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.5712,2.569,1.101,2.57,282.03,27.08,127.14,4.04,0.2394,2459469.43,2021-09-11.9,1.5e+03,4.12,0.0881,34.3,1.27,3.18,5.0e-04,3.1e-03,4.3e-05,1.6e-03,4.7e-04,8.2e-04,8.9e-01,4.9e-03,4.3e-04,2.8e+00,2.7e+00,AMO,"Otto Matic",29,2017-07-27,2017-08-25,26,,,7,.3226,,,,,,,,,
3778625,"       (2017 OX18)","2017 OX18",,,Y,N,0,21.70,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.5230,2.402,1.146,16.93,137.78,184.84,176.98,3.66,0.2648,2459332.12,2021-04-27.6,1.36e+03,3.72,0.132,51.5,1.69,3.27,4.4e-05,2.3e-04,6.2e-06,7.6e-04,3.4e-04,3.2e-04,7.8e-02,3.5e-04,3.8e-05,2.0e-01,2.0e-01,AMO,"Otto Matic",86,2017-07-27,2017-10-21,35,,,5,.85057,,,,,,,,,
3778653,"       (2017 OJ19)","2017 OJ19",,,Y,N,0,23.20,,,,,,,,,,,,,,,,,,,"JPL 12",2460000.5,60000,2023-02-25.0,J2000,0.4948,2.381,1.203,1.38,4.44,321.45,181.28,3.56,0.2683,2460666.61,2024-12-22.1,1.34e+03,3.67,0.19,74.1,1.8,3.36,7.1e-05,3.8e-04,2.1e-05,1.4e-04,3.0e-04,2.5e-04,1.3e-01,5.6e-04,6.4e-05,6.4e-01,3.2e-01,AMO,"Otto Matic",62,2017-07-25,2017-09-25,47,,,6,.50957,,,,,,,,,
3778654,"       (2017 OK19)","2017 OK19",,,Y,N,0,21.00,,,,,,,,,,,,,,,,,,,"JPL 7",2460000.5,60000,2023-02-25.0,J2000,0.2501,1.478,1.109,24.52,312.45,284.70,88.03,1.85,0.5482,2459839.93,2022-09-17.4,657,1.8,0.248,96.4,3.42,4.46,5.4e-05,1.6e-04,3.8e-05,4.9e-03,1.5e-03,5.5e-03,1.9e-01,1.9e-04,8.7e-05,3.2e-01,1.0e-01,AMO,"Otto Matic",22,2017-07-25,2017-08-16,35,,,6,.30319,,,,,,,,,
3778655,"       (2017 OL19)","2017 OL19",,,Y,N,0,23.60,,,,,,,,,,,,,,,,,,,"JPL 4",2457962.5,57962,2017-07-28.0,J2000,0.1319,1.169,1.014,22.48,288.72,4.01,9.13,1.32,0.7803,2457950.79,2017-07-16.2,461,1.26,0.00201,0.784,3.83,5.32,2.7e-03,3.6e-03,9.7e-06,1.7e-01,1.8e-02,4.1e-02,2.6e-03,4.1e-03,3.6e-03,5.1e-02,2.2e+00,APO,"Otto Matic",4,2017-07-26,2017-07-30,16,,,8,.34073,,,,,,,,,
3778656,"       (2017 OM19)","2017 OM19",,,Y,N,0,23.70,,,,,,,,,,,,,,,,,,,"JPL 2",2457961.5,57961,2017-07-27.0,J2000,0.4897,1.913,0.976,7.94,115.21,128.33,20.16,2.85,0.3724,2457907.35,2017-06-02.8,967,2.65,0.0457,17.8,2.21,3.77,2.0e-03,7.2e-03,2.3e-04,2.3e-02,2.8e-03,2.8e-02,1.2e-01,1.1e-02,2.1e-03,2.7e-02,5.4e+00,APO,"Otto Matic",4,2017-07-26,2017-07-30,17,,,8,.20328,,,,,,,,,
3778657,"       (2017 ON19)","2017 ON19",,,Y,N,0,24.44,,,,,,,,,,,,,,,,,,,"JPL 5",2460000.5,60000,2023-02-25.0,J2000,0.4140,1.801,1.055,1.93,293.96,322.70,130.57,2.55,0.4079,2459680.36,2022-04-10.8,883,2.42,0.0447,17.4,2.52,3.96,1.1e-05,3.6e-05,1.2e-06,3.8e-05,8.2e-05,7.5e-05,2.5e-02,5.0e-05,1.2e-05,5.2e-02,2.6e-02,AMO,"Otto Matic",137,2017-04-01,2017-08-16,26,,,5,.46164,,,,,,,,,
3778658,"       (2017 OO19)","2017 OO19",,,Y,N,0,23.41,,,,,,,,,,,,,,,,,,,"JPL 8",2460000.5,60000,2023-02-25.0,J2000,0.3421,1.307,0.860,2.59,261.96,312.84,321.92,1.75,0.6597,2460058.22,2023-04-23.7,546,1.49,0.0153,5.94,3.21,4.92,2.7e-04,2.9e-04,1.7e-04,1.7e-03,3.3e-03,7.4e-03,4.9e-01,3.9e-04,2.2e-04,7.7e-01,1.8e-01,APO,"Otto Matic",21,2017-07-26,2017-08-16,29,,,7,.50575,,,,,,,,,
3778659,"       (2017 OP19)","2017 OP19",,,Y,Y,0,19.61,,,,,,,,,,,,,,,,,,,"JPL 28",2460000.5,60000,2023-02-25.0,J2000,0.6631,2.855,0.962,18.71,207.91,166.16,37.08,4.75,0.2044,2459819.05,2022-08-27.5,1.76e+03,4.82,0.0221,8.58,0.835,2.87,4.3e-08,9.5e-08,1.2e-07,8.9e-06,4.4e-05,4.1e-05,1.9e-05,1.6e-07,1.0e-08,8.6e-05,8.8e-05,APO,"Otto Matic",3874,2012-06-09,2023-01-17,106,,,0,.59842,,,,,,,,,
3778660,"       (2017 OQ19)","2017 OQ19",,,Y,N,0,22.10,,,,,,,,,,,,,,,,,,,"JPL 8",2460000.5,60000,2023-02-25.0,J2000,0.5103,2.443,1.196,13.78,139.37,208.80,153.26,3.69,0.2582,2459406.91,2021-07-11.4,1.39e+03,3.82,0.208,81,1.78,3.27,4.0e-05,2.2e-04,1.1e-05,7.6e-04,1.7e-04,3.0e-04,7.0e-02,3.3e-04,3.5e-05,1.9e-01,1.9e-01,AMO,"Otto Matic",61,2017-07-27,2017-09-26,37,,,5,.26196,,,,,,,,,
3778661,"       (2017 OR19)","2017 OR19",,,Y,N,0,23.80,,,,,,,,,,,,,,,,,,,"JPL 8",2457965.5,57965,2017-07-31.0,J2000,0.1840,1.214,0.990,17.65,129.64,241.26,315.50,1.44,0.7371,2458025.87,2017-09-29.3,488,1.34,0.0567,22.1,3.99,5.19,9.6e-04,1.6e-03,1.4e-04,6.4e-02,4.4e-03,1.2e-01,1.8e-01,1.9e-03,1.5e-03,1.3e-01,9.7e-01,APO,"Otto Matic",5,2017-07-29,2017-08-03,49,,,8,.40859,,,,,,,,,
3779044,"       (2017 OZ19)","2017 OZ19",,,Y,N,0,27.50,,,,,,,,,,,,,,,,,,,"JPL 3",2457961.5,57961,2017-07-27.0,J2000,0.4650,1.861,0.996,1.24,134.35,136.80,11.39,2.73,0.3883,2457932.15,2017-06-27.6,927,2.54,0.00826,3.21,2.4,3.85,1.8e-03,6.1e-03,6.3e-05,3.6e-03,6.0e-03,1.1e-02,6.0e-02,9.0e-03,1.9e-03,9.5e-03,4.6e+00,APO,"Otto Matic",6,2017-07-25,2017-07-31,12,,,8,.39533,,,,,,,,,
3779049,"       (2017 OA20)","2017 OA20",,,Y,N,0,22.10,,,,,,,,,,,,,,,,,,,"JPL 3",2457961.5,57961,2017-07-27.0,J2000,0.6259,2.441,0.913,2.70,84.09,160.29,15.53,3.97,0.2584,2457901.37,2017-05-27.8,1.39e+03,3.81,0.0185,7.19,1.07,3.2,3.2e-03,1.9e-02,8.4e-04,1.1e-02,5.4e-02,2.4e-02,1.6e-01,3.0e-02,3.0e-03,7.3e-02,1.6e+01,APO,"Otto Matic",6,2017-07-25,2017-07-31,18,,,8,.42585,,,,,,,,,
3779047,"       (2017 OB20)","2017 OB20",,,Y,N,0,26.00,,,,,,,,,,,,,,,,,,,"JPL 4",2460000.5,60000,2023-02-25.0,J2000,0.2316,1.34,1.029,3.02,313.31,12.22,204.11,1.65,0.6356,2460245.77,2023-10-28.2,566,1.55,0.0173,6.72,3.65,4.87,3.2e-04,5.6e-04,2.5e-06,3.5e-03,3.8e-03,7.7e-03,8.2e-01,6.9e-04,4.0e-04,1.4e+00,3.6e-01,AMO,"Otto Matic",29,2017-07-25,2017-08-23,15,,,7,.36728,,,,,,,,,
3779045,"       (2017 OC20)","2017 OC20",,,Y,N,0,24.00,,,,,,,,,,,,,,,,,,,"JPL 3",2457963.5,57963,2017-07-29.0,J2000,0.5282,2.182,1.029,11.03,130.39,150.79,7.39,3.33,0.3058,2457939.34,2017-07-04.8,1.18e+03,3.22,0.0472,18.4,1.89,3.46,2.8e-03,1.3e-02,7.4e-05,4.0e-02,1.2e-02,6.7e-03,7.0e-02,2.0e-02,2.7e-03,1.2e-02,1.1e+01,AMO,"Otto Matic",8,2017-07-26,2017-08-03,11,,,8,.45429,,,,,,,,,
3779046,"       (2017 OE20)","2017 OE20",,,Y,N,0,25.30,,,,,,,,,,,,,,,,,,,"JPL 4",2460000.5,60000,2023-02-25.0,J2000,0.0189,1.053,1.033,11.69,132.69,340.22,253.01,1.07,0.9118,2460117.85,2023-06-22.3,395,1.08,0.0489,19,3.91,5.82,4.1e-05,1.0e-04,1.5e-04,1.3e-02,2.0e-03,4.5e-02,2.3e-01,1.1e-04,1.4e-04,2.7e-01,5.9e-02,AMO,"Otto Matic",22,2017-07-29,2017-08-20,22,,,6,.87035,,,,,,,,,
3779439,"       (2017 OU67)","2017 OU67",,,Y,N,0,22.90,,,,,,,,,,,,,,,,,,,"JPL 4",2460000.5,60000,2023-02-25.0,J2000,0.4478,2.187,1.208,8.72,117.95,200.08,257.83,3.17,0.3048,2460335.74,2024-01-26.2,1.18e+03,3.23,0.199,77.3,2.16,3.52,5.5e-05,2.5e-04,1.8e-05,7.7e-04,3.7e-04,1.2e-03,1.1e-01,3.6e-04,5.2e-05,4.0e-01,2.0e-01,AMO,"Otto Matic",61,2017-07-25,2017-09-24,23,,,6,.25158,,,,,,,,,
3779437,"       (2017 OV67)","2017 OV67",,,Y,N,0,23.80,,,,,,,,,,,,,,,,,,,"JPL 2",2457962.5,57962,2017-07-28.0,J2000,0.4797,2.296,1.194,13.58,133.30,187.98,356.50,3.40,0.2833,2457974.86,2017-08-09.3,1.27e+03,3.48,0.183,71,1.94,3.4,3.4e-03,1.7e-02,9.5e-04,5.9e-02,2.1e-02,2.6e-02,4.4e-02,2.5e-02,3.1e-03,2.8e-02,1.4e+01,AMO,"Otto Matic",4,2017-07-25,2017-07-29,11,,,8,.41156,,,,,,,,,
